nama_warung,daerah,kategori,price_level,rating,rating_count,contents
Andzero,Nginden Jangkungan,cafe,Sedang,4.8,443,"THE SERVICE WAS SUPER GOOD. dateng disambut dan dianter kemeja. kakaknya very helpful dan ramaahh banget. bahkan admin wa-nya juga ramaah banget.

dapet welcome drink, dan free takjil karena kesini waktu buka puasa. makanan dan minumannya jugaa enakkk

the place was so nice, cocok kok buat nongki cantik. ada uno dan lainnya buat main samaa temen.

absolutely 5 star for this place 😻😻👍🏻👍🏻"
Andzero,Nginden Jangkungan,cafe,Sedang,4.8,443,"Nggak sengaja nongkrong di sini bareng teman karena hasil roulette “café terdekat”, tapi ternyata tempatnya di luar ekspektasi banget! Begitu datang, kita langsung dibukain pintu dan dikasih welcome drink, berasa disambut hangat banget 🥰

Makanan yang kita pesan juga semuanya enak, nggak ada yang gagal sama sekali. Dari minuman sampai snack-nya, semuanya terasa pas dan bikin pengin balik lagi. Tempatnya luas, adem, dan punya suasana yang santai banget buat nongkrong lama.

Yang seru lagi, di sini disediakan berbagai permainan seperti Uno, Stacko, dan Werewolf, jadi nggak bakal bosen walau nongkrong lama. Overall, ini salah satu tempat nongkrong yang asik banget cocok buat quality time bareng teman atau sekadar ngisi waktu santai"
Andzero,Nginden Jangkungan,cafe,Sedang,4.8,443,"Salah satu cafe disurabaya yang jadi one favorit di list ku. Plattingnya bagus sehingga suka melihatnya . Sudah makan beberapa kali disana dengan teman , keluarga bahkan acara ultah anak saya disana. Tempatnya nyaman dan luas bisa di book untuk closed table acara . Bisa bawa mc tart untuk foto dan photoboth juga. Cuman sayang kalau mau nambah sound kita harus bayar dan satu lagi lagunya yanv diputar kita tidak bisa request . Makananannya aku suka ada banyak varian minumnya juga.
Rasa oke lah lumayan enak .  Cuman pas acara disana emang ada beberapa makanan yang agak lama keluar nya terutama yang main course ya jadi ada beberapa yang tamunya dah pulang baru keluar. Kalau untuk nongkrong sih tempat yang oke ya . Kalau untuk acara mungkin lebih di spare waktunya . Pelayanannya oke banget . Pembayaran bisa pake qris transfer cash dan card. Ada vip room di atas dan dibawah yang untuk smooking room ."
Andzero,Nginden Jangkungan,cafe,Sedang,4.8,443,"Magic latte nya emang enak, sesuai selera. Dikasi experience bedanya susu yg sudah dikurangin kadar airnya dengan susu2 biasa pada umumnya. Gtau kenapa lbh wangi gt dan lbh enak juga. Ya harganya sekalian buat nambah exp. Hehe ✌️. Emg belum pernah nyoba gitu juga.
Makanannya ya OK lah, salmon menurut saya overcook aja, jadi kurang flakky dan juicy."
GNZA 100 - Coffee & Bakery by Fifteenth,Pucang Sewu,cafe,Tidak Diketahui,4.9,1674,"tempatnya cakep banget, jujur. temanya coffee bar(?) Jepang gitu, yang lampunya warm, duduknya cozy. cocok buat ngobrol lama (dan foto-foto pastinya). apalagi tempat indoornya adem. aku pesen momo americano (peach americano), enak. caramel toastnya juga enakkk. disini menurutku worth it yaa antara harga dengan porsi minuman yang disajikan. gelasnya tinggi wkwkwk (tim minum kopi srat-srot abis😆). pelayanan baik sekaliii, kasir dan servernya ramah.

minus untuk aku pribadi (bisa sangat beda dengan pendapat orang lain):
- disini indoor smoking. jadi yaa gitu. ada beberapa orang yang kurang nyaman atau gabisa sama sekali kena asap rokok/vape pasti ga cocok nongkrong disini
- at some point lampu remang emang PR sih yaa. kayak, kalo ada barang jatoh ke bawah, bakal susah tu nyarinya. terus juga tiati yaa kalo jalan, takutnya keserimpet atau jatoh bahkan

overall, I've very good experience here. mulai dari makanan, minuman, dan suasananya. pelayanan juga. semoga manajemen gnza100 akan selalu keep up dengan kualitas yang udah baik ini yaa. dan kritik dari aku, bisa dijadikan masukan untuk manajemen atau dijadikan 'petunjuk' untuk orang-orang yang berniat datang kesini."
GNZA 100 - Coffee & Bakery by Fifteenth,Pucang Sewu,cafe,Tidak Diketahui,4.9,1674,"Matcha rasa greentea dan msh manis bgt, cappucino tapi rasa kyk kopi latte, dg hrga yg mayan overprice ya 30an krg worth it si, sbgai pecinta coba2 in kafe disby krg rekomen, bnyk yg lebih worth it murah dan enak. Im sure many ppl gave high ratings bcs of this piece of paper (photo attached). Sorry this is just my honest review. Ohya dan utk tempat duduk diatur ya berdasarkan minim pembelian, jd misal pembelian lbh dri 100 bs duduk di indoor misal area a, b dst. Kalimat hanya kakak (sy) yg spt ini. apa krna tdk menerima review jujur? Tbh im not interested in ur reward for giving a 5star rating to ur restaurant. So I think many ppl give 5star ratings bcs of the reward. ohya dan tambahan ""ga semua"" cust masuk disapa dgn baik, sempat duduk lama, ada yg bahkan tdk disapa saat masuk tapi ketika ada org look like business man semua staff ramah menyapa. Why? Its social discrimination? Ohya dan kalimat di dlm dunia f&b itu alangkah baiknya hal yg tidak sesuai bisa disampaikan saat itu juga, maka sy menyampaikan dg jujur melalui google review ini, saat itu juga, ditempat itu. Justru di dunia f&b, feedback jujur itu penting. Sy hanya menyampaikan pengalaman pribadi sy sebagai konsumen, nothing personal. Once again, and this will be my final response. Thank you for ur reply.
I would like to clarify that the review i shared is entirely based on my personal experience as a customer. It reflects what i experienced honestly and subjectively, with no personal intention or agenda toward anyone. This was simply an honest review from a consumers point of view not an accusation (spt review awl sy bahwa ini review jujur). Thank you for ur understanding.ありがとうございます。"
GNZA 100 - Coffee & Bakery by Fifteenth,Pucang Sewu,cafe,Tidak Diketahui,4.9,1674,"Pelayanan mantap, tempat nyaman dan bisa dijadikan rekomendasi tempat nongkrong. Kalo mau cari IQOS bisa hubungi saya hehe"
GNZA 100 - Coffee & Bakery by Fifteenth,Pucang Sewu,cafe,Tidak Diketahui,4.9,1674,"Tempatnya konsepnya seperti cafe, sejuk ber Ac dan suasana remang remang gitu

Namun sepertinya gabung dengan ruang vape, sehingga kurang nyaman

Untuk makanan dan minumannya bervariasi, menuny ala jepang

Harga cukup terjangkau

Coba hikiniku rp 55.000, dojima roll rp 16.000, dan caramel toast rp 25.000 enak semua

Untuk minuman moluccas breeze rp 29.000 dan biscoff latte rp 40.000 oke seger semuaa

Disini setiap hari buka sampai jam 2pagi

Untuk weekend infonya ada live music

Berikutnya akan kembali coba menu lainnya"
GNZA 100 - Coffee & Bakery by Fifteenth,Pucang Sewu,cafe,Tidak Diketahui,4.9,1674,"Tempat nongkrong asik dengan rasa makanan dan minuman yang enak.
Cocok untuk dibuat tempat nongkrong bersama teman ataupun ngedate bersama pasangan."
Mohen Coffee &Eatery,Ketabang,coffee_shop,Tidak Diketahui,4.6,85,"Instagramable, banyak spot yg menarik, Staff ramah dan respon cepat.
Kesini pas Grand opening, Dikasih Free Coffee dan Cake nya 🥳🥳… Thank youuu Mohennn ☺️"
Mohen Coffee &Eatery,Ketabang,coffee_shop,Tidak Diketahui,4.6,85,"Makanan enak, tampilan cantik.
Servis ramah & Tempat nya bagus 👍"
Mohen Coffee &Eatery,Ketabang,coffee_shop,Tidak Diketahui,4.6,85,"makanannya enak, tempatnya nyaman dan cozy
cocok buat tempat nongs di tengah kota surabaya"
Mohen Coffee &Eatery,Ketabang,coffee_shop,Tidak Diketahui,4.6,85,Rasa makanan Enak Sekali Plating sangat rapi cantik  Suasana Nyaman Pelayan Bagus Harga murah porsi banyak rekomendasi Wajib kesini mantap pokoknya👍👍👍
Mohen Coffee &Eatery,Ketabang,coffee_shop,Tidak Diketahui,4.6,85,Tempat nya nyaman dan bersih makanannya oke banget 👍👍👍👍
Cafe B.ARU,Darmo,cafe,Tidak Diketahui,4.8,328,"dateng minggu pagi, sebelum busy hour, dapet bgt suasana tenangnya, staffnya ramah & cekatan, kebetulan emang lagi pengen nyobain nasgor kimchinya, dan surprisingly enak dong! beli nasgor kimchi nambah 2k udah bisa dapet es tehnya mereka. Banyak varian coffee atau non-coffee. Parkirannya aja sih yg kurang gede, cuma bisa muat 3 mobil atau 8 motor."
Cafe B.ARU,Darmo,cafe,Tidak Diketahui,4.8,328,"Pas dateng bingung di mana parkiran motornya, hahaha..
Tempat yang nyaman, tenang.
Mas Mbak nya ramah, murah senyum.
Para pengunjung juga saling menghormati, ada yang zoom, meeting, ngobrol tapi suaranya gak ada yang dominan, gak ada yang keras.
Besok balik lagi, masih banyak menu yang perlu dicoba, hehehe.."
Cafe B.ARU,Darmo,cafe,Tidak Diketahui,4.8,328,"Nyaman buat wfc
Terdapat ruang meeting yg bisa digunakan sampai 30 an orang
Tempat duduk reguler ada Indoor dan outdoor bisa dipilih"
Cafe B.ARU,Darmo,cafe,Tidak Diketahui,4.8,328,"Bukan pertama kali kesini karena tempatnya cozy banget, nyaman, dingin untuk suasana indoornya.
Cocok banget kalau mau me time nugas atau bekerja karena suasananya yg ga terlalu crowded, pemilihan musik juga pas utk suasana cafe yang tenang. Toilet bersih tapi tidak ada musholla.
Udah 2x pesan teh chamomile & gioza, rasanya konsisten enak.

Area outdoor ada di depan untuk yang smoking.

Parkir motor yang jaga minta 3rb."
Cafe B.ARU,Darmo,cafe,Tidak Diketahui,4.8,328,"AMBIENCE CAFE YANG TENANG, MEETING FRIENDLY, AND GONG!

Gongnya dimana? Rasa makannnya. Gaada yang failed sih. Kemarin nyobain Tamago Curry Rice nya aja, wah saus Japanase Curry nya creammy banget, kerasa pake Japanes Premium Curry Block, dengan potongan wortel + kentang, rasanya legit enak! 10/10, dan telornya terasa telor premium ya, bukan asal asalan. Pesen Jasmine Tea, tehnya pake merk Dilmah (jadi rasa & kelasnya boleh)

Tempatnya cozy, banyak colokan, nugas-friendly, meeting-friendly, suasana outdoornya juga sejuk karena ada pohon besar didepannya. Toiletnya bersih, wangi lagi. Staffnya ramah kok, dan communicative👍🤗.

Untuk harga, berani bersaing. ""Rego nggowo rupo"" is real, harga menentukan kualitas. Ga terlalu pricy, corporate-friendly lah."
Locus Cafe (by Kuea),Sidosermo,cafe,Tidak Diketahui,4.5,299,"deket bgt sama kosan ternyata, senyaman itu tempatnya, kopi dan makanannya juga enak
disediain byk mainan, jdi ga bakal
bosen deh
kesini enaknya sore, karenanya vibes nya homey bgt"
Locus Cafe (by Kuea),Sidosermo,cafe,Tidak Diketahui,4.5,299,"Dari jaman pacaran sampai punya satu anak. Dari jaman penugasan dateng poto poto pulang sampe naik analis. Nongki disini paling enak, buat kerja, ngopi ngemil kue. Croisont nya enak. Profisiat. Semoga senantiasa jaya didarat dilaut diudara"
Locus Cafe (by Kuea),Sidosermo,cafe,Tidak Diketahui,4.5,299,"milkshakenya enakkk ada eskrimnyaa!!, V60nyaa jugakk asikk sih murah jugakkk dan jugak free warnai wkwk cocok buat pasangan yg lg gabut smbil cerita-cerita"
Locus Cafe (by Kuea),Sidosermo,cafe,Tidak Diketahui,4.5,299,"Cafe dekat rumah, suasananya cukup lumayan menenangkan.

Terdapat ruangan indoor dan outdoornya. Ruangan outdoor di halaman depan Dan belakang. Indoor di belakang.

Outdoor ada kipas which is sangat membantu jika panas dsb. Indoor ada AC meski AC nya kurang dingin ya menurut saya.

Pelayanan ramah cepat, harga menurut saya standard untuk cafe cafe pada umumnya.

Makanan lumayan enak, minumannya juga Oke, so far lumayan mampir ke kafe ini.

Oh iya pembayaran disini full digital, jangan lupa top up e money atau qris, atau mbanking ya."
Locus Cafe (by Kuea),Sidosermo,cafe,Tidak Diketahui,4.5,299,"platternya enaaakk buanget rekomen, matcha seasaltnya🌹🌹🌹 kalo ketemu biscoff jangan lupa di elus dikit ❤❤❤🌹🌹🌹"
️ Kollabora | The Best Thematic Cafe & Restaurant in Indonesia,Sonokwijenan,coffee_shop,Mahal,4.7,1664,"Food disini enak2, saya amazed sama affogato nya karena pakai gulali dan turned out enak ! Steak & springroll dagingnya jg enak.. kalo untuk atmosphere nya ga usah ditanya ya sangat totalitas banget waktu itu datang kesana pas Christmas vibes 👍 bagus banget..."
️ Kollabora | The Best Thematic Cafe & Restaurant in Indonesia,Sonokwijenan,coffee_shop,Mahal,4.7,1664,"gyutadon dan aglio alio nya enak🫶🏻🫶🏻, yg nyanyi jg suaranya merdu bangett vibes cafenya makin enak🥳"
️ Kollabora | The Best Thematic Cafe & Restaurant in Indonesia,Sonokwijenan,coffee_shop,Mahal,4.7,1664,"Semuanya Biasa aja menurutku, dari pelayanannya kurang dari rasa masakannya biasa aja nothing special dengan harga segitu, hanya menang di model makananny & unik2nya aja tapi ya gak unik2 juga, kemakan iklan aja sech aq kesini, sekali aja dech gak balik lagi tak sertakan foto sebagian makanan"
️ Kollabora | The Best Thematic Cafe & Restaurant in Indonesia,Sonokwijenan,coffee_shop,Mahal,4.7,1664,"Cukup tenang untuk makan ber 2 atau bersama keluarga, ada ruangan khusus untuk perokok jadi bisa bebas makan dan hisap rokok itu yg penting bagi saya.🚬😁👍"
️ Kollabora | The Best Thematic Cafe & Restaurant in Indonesia,Sonokwijenan,coffee_shop,Mahal,4.7,1664,"Kategori: Restoran Tematik

Makanan: Resto ini mungkin tidak fokus kepada makanan akan tetapi kepada tempat, makanan di sini kebanyakan adalah menu khas barat dan juga menyediakan aneka minuman kopi maupun mocktail. Untuk makanan sendiri saya tidak banyak mengomentarinya karena tidak ada yang spesial dari makanan pada tempat ini.

Pelayanan: Untuk pelayanan menurut saya termasuk oke karena pasti akan ada yang menghampiri untuk menanyakan tentang pesanan. untuk penyajian cukup cepat juga.

Harga: kisaran ±Rp 200.000/orang,

Tempat: resto ini menjual suasana tempat, untuk dekorasi saya harus mengatakan bahwa mereka maksimal untuk dekor tersebut dan dekor tersebut mereka sesuaikan dengan tema pada musim tersebut. Infonya bahwa tempat ini dalam setahun mengganti 4 kali dekorasi dan banyak tempat spot foto. tersedia smoking area.

Kesimpulan: bintang 5 untuk tempat."
BnD Cafe,Medokan Semampir,cafe,Sedang,4.7,462,"Kafe yang cukup hidden gem di kawasan Semolowaru. Konsepnya sederhana, nyaman, dan tenang. Cocok untuk kalian yang ingin bersantai di tempat yang tidak terlalu ramai.

Menu makanan dan minumannya enak. Ada coffee-based drinks, minuman bersoda, teh, hingga jus. Makanannya pun bervariasi, mulai dari snack, makanan berat, hingga makanan yang bisa dimakan banyak orang. Rasanya pas, tidak terlalu kuat dan terlalu hambar.

Terdapat toilet dan mushola yang nyaman. Parkirannya juga cukup luas. Parkiran motor cukup luas dan mobilnya bisa muat hingga 4-5 mobil. Dan bebas biaya parkir."
BnD Cafe,Medokan Semampir,cafe,Sedang,4.7,462,"Harga, rasa, dan suasana ok punya ini, menunya NIAT, pertama kesini karena ada meeting sama team tahun lalu, kemarin kesini lagi sama pasangan masih tetep ok.

Ada area indoor (no smoking) dan outdoor yang smoking, buka sampai jam 12 malam, fasilitas wifi, toilet & mushola juga ada, musik yang di putar juga pass, all staff juga ramah, dan yang paling penting bisa bayar pake Qris & parkir gratis, mantabhh...

Next bakal balik lagi sih kalau se arah,."
BnD Cafe,Medokan Semampir,cafe,Sedang,4.7,462,"Suasana kafenya tenang, soundnya ga ganggu, cocok buat wfc, paling minesnya cuma ac kurang dingin tp ada kipas yg cukup sejuk buat menghalau panas Surabaya. Klo mau nongkrong rame2 jg nyaman, ada board game bisa buat main bareng, ada jg novel buat yg mau me-time di pojokan cafe, interior cakeup, bangku nyaman, musholla jg bersih banget, udah disediain sandal buat wudhu dan alat solat bersih. Klo mau semi outdoor jg ada. Makanan belum coba karna ke sini abis makan siang jd cuma order snack, tahu jingkrak sama cireng ini enak, platernya jg not bad, worth the price lah. Service waitersnya jg ramah. Mau banget klo balik ke sini lagi."
BnD Cafe,Medokan Semampir,cafe,Sedang,4.7,462,Top mantep gada yg zonk untuk rasa makanan dan minumannyaaa dari coffe makanan smpe snack . josjis parah🥰
BnD Cafe,Medokan Semampir,cafe,Sedang,4.7,462,"Tempatnya cozy banget, makanan and minuman banyak pilihan"
Carpentier Kitchen,DR. Soetomo,cafe,Sedang,4.6,2852,"Dari jaman kuliah ga pernah bosen sama cafe satu ini. Walaupun dulu kalo mau kesini nabung sampe uda kerja mau menu apa aja di cobain semua. Ga pernah ga enak di mulutku.. cuma dari dulu mesti perkara parkir klo naik mobil dan rame bisa jauh jalannya. Ayamnya juicy… tepung dari jamur/calamari nya enak.. dan kebetulan kesini waktu bukber.. dapet kurma dan teh anget gratis bahkan mbak2 nya baik nawarin gpp kalo mau nambah kurma lagi.. emang nih cafe yaaaaaa.. the best banget dari menu, pelayanannya dan tempatnyaa.. ga pernah bikin aku bosen klo kesini terus"
Carpentier Kitchen,DR. Soetomo,cafe,Sedang,4.6,2852,"Willa’s chicken isn’t my cup of tea. Enak sih, tapi daging luarnya keras karena digoreng. minumannya masuk-masuk aja. Harus nunggu sekitar 45mins buat makanannya, jadi kalau udah lapar banget disni bukan opsinya.

Pelayanannya sangat baikk. Staffnya ramah-ramah. Pas weekend malam cenderung ramai, perlu waiting list. Tapi karena disana ada semacam pop up store gitu, mulai dari buku, parfum, pernak-pernik, baju, dll dll, waiting list-nya jadi gk membosankan krn bisa liat2."
Carpentier Kitchen,DR. Soetomo,cafe,Sedang,4.6,2852,"Yang paling noticable adalah nuansa cafenya yang unik banget. Sesuatu yang baru saya tahu ketika melihat langsung. Soalnya, saya ke sini karena review positif   sosmed soal rasa makanannya.

Ternyata, makanannya beneran enak; bukan sekadar standar cafe ""yang penting ada menu makanan"". Ayam yang ada di foto ini, kebayang sampai sekarang. Creamy dan asinnya dipadukan dengan tipe kentang goreng selera saya bikin ketagihan. Lalu, ada pesanan pasta yang saya lupa namanya, tapi saya ingat ini varian yang ada lemonnya. Sebenarnya enak. Saya suka dengan kemunculan salmon di situ biar gak eneg karena carbo mulu. Namun, saya berekspektasi lemonnya bakal lebih berani (karena ada varian yang creamy saja tanpa lemon). Karena lemonnya tipis, menurut selera saya, malah rasa cream melulu sampai akhir dan berujung eneg. Boleh lah lemonnya lebih bersinar dikit atau potongan lemonnya yang ditebalin hehe. Mungkin saya coba varian creamynya dulu lain kali supaya paham bedanya.

Matcha-nya gak mengecewakan. Sejauh ini berniat kembali lagi untuk mencoba lebih banyak menunya."
Carpentier Kitchen,DR. Soetomo,cafe,Sedang,4.6,2852,"My comfort place. Makan, ngopi, ngobrol santai. Sudah halal certified. Suasana tenang tanpa ada suara musik. Dilengkapi musholla (khusus cewek ada di lantai 2) yg nyaman, bersih dan harum."
Carpentier Kitchen,DR. Soetomo,cafe,Sedang,4.6,2852,"Cafe nya unik. Vintage vibe. Makanan enak bervariasi. Ada menu indonesia, western, pasta, cake.

Ada toko umkm and library juga.
Btw area parkirnya sempit. Tp tersedia vallet."
Makan Kitchen Surabaya,Genteng,restaurant,Tidak Diketahui,4.7,157,"Makan Kitchen Surabaya, restoran yg tergabung dengan salah satu hotel terbaik di jln Tunjungan Surabaya.
Dri pintu masuk naik 1x eskalator dan tibalah di Makan Kitchen Surabaya.
Pandangan yg disajikan adalah lukisan yg amat sangat menarik dipandang dengan berukuran sangat besar, toilet nya bersih dan di design dgn interior yg minimalis tapi cantik, Dengan luasnya area makan dan banyaknya hidangan yg disajikan sungguh memuaskan mata, dgn menggusung makanan dri tradisional hingga internasional menu, disana tidak perlu khawatir bingung karena staffnya menyebar dan sangat ramah, resto ini cocok banget untuk datang bersama keluarga, pertemuan bisnis hingga pernikahan, karena Makan Kitchen Surabaya mampu menampung hingga 350 kursi. Sungguh menyenangkan bukan?
Wajib singgah jika ke jln Tunjungan."
Makan Kitchen Surabaya,Genteng,restaurant,Tidak Diketahui,4.7,157,"Kudos untuk sajian makan siang di Makan Kitchen Surabaya-Double Tree Hotel ketika kami tidak bisa keluar dari hotel karena di sepanjang jalan Tunjungan sedang ada pawai.
Kami memesan nasi goreng kecombrang (saya memilih tidak pakai petai), dan sop buntut, juga tahu jepang yang dibuat a la tahu lada garam.
Rempah-rempahnya terasa sekali baik di nasi goreng maupun di sop buntut. Penyajiannya juga sangat estetik. Dan staff di Makan Kitchen attentif untuk menyapa dan menanyakan bagaimana makanannya. Secara keseluruhan makanan yang disajikan enak, presentasi menarik, pelayanan ramah."
Makan Kitchen Surabaya,Genteng,restaurant,Tidak Diketahui,4.7,157,"Kualitas Rasa yang beda dari beberapa Hotel lain yang ada, super lengkap dan Good Quality ingredient and good Service, Nice"
Makan Kitchen Surabaya,Genteng,restaurant,Tidak Diketahui,4.7,157,"Ambience nya kurang ok, rasa makanannya juga agak ga jelas..staffnya mbok ya di training lagi supaya greeting nya lbh welcome, ga yg pasif..."
Makan Kitchen Surabaya,Genteng,restaurant,Tidak Diketahui,4.7,157,"Ini mungkin restoran terbaik di Indonesia di mana Anda bisa makan banyak salmon lezat.Tentu saja semua hidangan lainnya juga lezat.
ini juga memiliki staf yang peduli dan manajer yang cerdas dan koki yang hebat.
Saya akan sering datang kesini ketika saya di Surabaya."
Aiola Eatery - Slamet,Ketabang,food_court,Tidak Diketahui,4.5,10138,"Referensi tempat makan yang asik dan estetik di tengah kota Surabaya! Aiola Eatery - Slamet cocok banget buat nongkrong bareng teman, kerja santai, atau sekadar ngopi sore.

Konsepnya semi outdoor dengan suasana yang cozy dan banyak spot foto menarik. Tersedia berbagai pilihan makanan dan minuman, mulai dari camilan ringan sampai makanan berat rasanya lumayan enak dan harganya masih ramah di kantong.

Ruangan indoornya cukup minimalis dan aesthetic. Fasilitas di indoor ada Photo Booth, WiFi, kipas angin, mushola, toilet, beberapa meja dan kursi yang nyaman untuk berbincang maupun menikmati pesanan.

Pelayanannya juga cepat dan stafnya ramah. Kebersihan tempat terjaga, dan ada area parkir meskipun tidak terlalu luas di tepi jalan. Lokasinya strategis, dekat dengan perkantoran dan pusat kota.

Rekomended banget buat yang cari tempat makan kekinian dengan vibe santai di Surabaya. Selamat bernongkrong ria di sini ya dulur :)"
Aiola Eatery - Slamet,Ketabang,food_court,Tidak Diketahui,4.5,10138,"Kemarin ke sini diajak temen, kata temenku ini namanya aiola sma kompleks. Aku beli waffle nya enak bangett lovvvvv🤩 temenku beli es teler dan batagor juga enak"" semuaa, sangat recommended guyss ayo ajak temen & keluarga kalian kesinii😋"
Aiola Eatery - Slamet,Ketabang,food_court,Tidak Diketahui,4.5,10138,"Konsepnya adalah pujasera, dengan cukup banyak tennant yang menyediakan bermacam menu makanan. Variasi menu tradisional Jawa Timur seperti nasi cumi & nasi bebek goreng, makanan khas kaki lima seperti mie ayam dan nasi goreng, hingga pancake yang menarik dan sebagainya.

Menu minuman tersedia cukup lengkap di kasir. Transaksi nyaman dengan memesan di setiap tennant, lalu dibayar bersamaan memesan minuman di kasir."
Aiola Eatery - Slamet,Ketabang,food_court,Tidak Diketahui,4.5,10138,"tempat ini sudah berumur belasan tahun dan sudah memiliki beberapa cabang di area surabaya dan sidoarjo,tersedia berbagai tenant makanan seperti soto,nasi cumi,nasi goreng,nasi kulit,nasi bebek,mie ceker,takoyaki dll,area makan non ac baik di indoor dan outdoor namun masih cukup dapat ditoleransi dan sisi kenyamanan kesejukan,pelayanan sangat gercep,ada beberapa hal yang masih bisa ditingkatkan :
a.beberapa kali berkunjung petugas parkir sangat kurang ramah
b.kebersihan area makan dan area tenant perlu ditingkatkan
c.kebersihan area kamar mandi + mushollla perlu ditingkatkan"
Aiola Eatery - Slamet,Ketabang,food_court,Tidak Diketahui,4.5,10138,"Pilihan makanannya buanyak pwol, tbh smpe bingung mo pesen apa. Harga makannya variatif dan worth it. Cocok bgt dari kalangan pelajar - yg uda kerja"
Djaman Doeloe Resto & Bar,Babatan,indonesian_restaurant,Tidak Diketahui,4.8,167,"Halo Halo, kembali lagi dengan saya, salah satu Contributor di Google Maps dari Indonesia.ᯓᡣ𐭩

Salah satu tempat kuliner ayce terbaik dengan pelayanan standard restoran mewah. Karena berada di dalam four points pakuwon mall surabaya.

Memiliki berbagai macam jenis makanan lokal maupun internasional disini. Dengan khas makanan dan minuman yang bervarian kecuali untuk minuman beer ada tambahan charge.

Makan disini karena mendapatkan Reward dari MANULIFE BYOND AGENCY CIPUTRA WORLD SURABAYA. dan boleh mengajak nasabah dan calon client. Akhirnya mengajar teman saja yang akan berpisah jauh meninggalkan Surabaya. 😢😢

Sekian dan terima kasih
Tuhan memberkati."
Djaman Doeloe Resto & Bar,Babatan,indonesian_restaurant,Tidak Diketahui,4.8,167,"Inap di four point, dan sarapan disini .. merupakan pengalaman yg hangat buat saya.

Yg saya suka teman2 di resto ini sangat friendly dan suka memberikan surprise gift.

On my way out dengan a cup of coffee yg bisa di take away, mba nya panggil kak ini buat teman coffeenya ... my God this is such a pleasant surprise

Dan i really appreciate this act of service.

Dengan banyak variant traditional foods, friendly staff and great service. Its soo recommended to stay and have meals in this restaurant"
Djaman Doeloe Resto & Bar,Babatan,indonesian_restaurant,Tidak Diketahui,4.8,167,"Four Points Djaman Doloe memang lagi naik daun, dan setelah coba buffet-nya, saya bisa bilang tempat ini worth it banget, terutama buat yang suka makanan Indonesia dengan pilihan lengkap dan rasa yang benar-benar enak.

Yang bikin Djaman Doloe menonjol adalah varian Indonesian food-nya—banyak, lengkap, dan semuanya terasa digarap serius. Ada jamu corner, jajanan pasar komplit, sampai bubur Madura yang enaknya juara. Meski fokusnya makanan Indonesia, pilihan Western, Chinese, salad, dan pasta juga tetap lengkap dan berkualitas.

Satu hal yang bikin tambah suka: di sini bisa request fresh juice. Tinggal pilih buah atau sayurnya, atau tanya juice of the day, dan mereka bikinkan yang benar-benar fresh.

Jajanan pasar, salad, sampai pasta—semuanya terasa segar dan enak. Mereka jelas menjaga kualitas bahan makanannya.

Karena kemarin saya menginap, otomatis sarapan buffet di sini juga. Kalau kebetulan tamu sedang tidak terlalu ramai, mereka suka memberikan complimentary snacks seperti kue-kue kecil lengkap dengan note thank you—gesture sederhana yang bikin pengalaman makin hangat.

Pelayanannya sangat baik. Stafnya ramah, sigap, dan kalau kamu lagi malas ambil makanan, mereka dengan senang hati ambilkan. Servis seperti ini jarang ditemukan di tempat buffet lain.

Yang unik, mereka menyediakan juga permen-permen jadul Indonesia, nostalgia banget. Dan untuk oleh-oleh, sekarang ada area khusus di depan restoran.

Buffet ini tidak hanya untuk tamu hotel—kamu bisa beli buffet terpisah atau booking untuk acara. Adik saya sendiri pernah resepsi pernikahan di Four Points, dan semuanya berjalan lancar.

Kesimpulan:
Four Points Djaman Doloe adalah salah satu buffet dengan hidangan Indonesia terbaik di Surabaya—pilihan banyak, rasa mantap, pelayanan ramah, fasilitas lengkap, dan pengalaman makannya selalu menyenangkan."
Djaman Doeloe Resto & Bar,Babatan,indonesian_restaurant,Tidak Diketahui,4.8,167,"Menu cita rasa Indonesia. Pesan Nasi Goreng Crazy Rich, ekspektasi untuk dpt surprise tapi ternyata average nasi goreng dengan tambahan udang goreng sebagai pengganti ayam. Jus melon nya entah kenapa biasa aja, kurang fresh."
Djaman Doeloe Resto & Bar,Babatan,indonesian_restaurant,Tidak Diketahui,4.8,167,Tempatnya enak nyaman utk kumpul keluarga. Makananya enak terutama cake coklatnya. Terimakasih mba tika udh bantu pelayanannya selama dsini
Magnolia Restaurant At Westin Surabaya,Babatan,restaurant,Tidak Diketahui,4.5,159,Pengalaman terbaik dinner di Magnolia. Pelayanannya super. Semua punya atensi terhadap tamu. Makanan juga enak dan suasananya nyaman. Kebetulan tidak terlalu crowded. Pork belly nya top kriuk banget. Dan terima kasih Birthday surprise nya. Ngga nyangka dinyanyiin sambil bawa gitar 😂👍👍👍
